status,tec_manufacturer_id,tec_manufacturer_name,cc_brand_slug,cc_brand_display,cc_model_slug,cc_model_display,tec_model_id,tec_model_name,notes
pending,107,SUBARU,subaru,Subaru,impreza,Subaru Impreza,36137,IMPREZA Estate,
pending,107,SUBARU,subaru,Subaru,legacy,Subaru Legacy,40677,LEGACY VII,
pending,107,SUBARU,subaru,Subaru,xv,Subaru XV,38165,XV (GT),
pending,109,SUZUKI,suzuki,Suzuki,alto,Suzuki Alto,38845,ALTO K10,
pending,109,SUZUKI,suzuki,Suzuki,baleno,Suzuki Baleno,43084,BALENO,
pending,109,SUZUKI,suzuki,Suzuki,celerio,Suzuki Celerio,13151,CELERIO (LF),
pending,109,SUZUKI,suzuki,Suzuki,ciaz,Suzuki Ciaz,14109,CIAZ,
pending,109,SUZUKI,suzuki,Suzuki,dzire,Suzuki Dzire,38730,DZIRE,
pending,109,SUZUKI,suzuki,Suzuki,swift_dzire,Suzuki Swift Dzire,38730,DZIRE,
pending,109,SUZUKI,suzuki,Suzuki,ertiga,Suzuki Ertiga,38646,ERTIGA (NC),
pending,109,SUZUKI,suzuki,Suzuki,fronx,Suzuki Fronx,44695,FRONX,
pending,109,SUZUKI,suzuki,Suzuki,jimny,Suzuki Jimny,38290,JIMNY Open Off-Road Vehicle (SN),
pending,109,SUZUKI,suzuki,Suzuki,maruti,Suzuki Maruti,13780,MARUTI,
pending,109,SUZUKI,suzuki,Suzuki,spresso,Suzuki Spresso,40679,S-PRESSO (FL),
pending,109,SUZUKI,suzuki,Suzuki,supercarry,Suzuki SuperCarry,90026,SUPER CARRY,
pending,109,SUZUKI,suzuki,Suzuki,swift,Suzuki Swift,37855,SWIFT V (AZ),
pending,109,SUZUKI,suzuki,Suzuki,sx4,Suzuki SX4,5566,"SX4 (EY, GY)",
pending,109,SUZUKI,suzuki,Suzuki,grand_vitara,Suzuki Grand Vitara,13638,VITARA (LY),
pending,109,SUZUKI,suzuki,Suzuki,vitara,Suzuki Vitara,13638,VITARA (LY),
pending,3328,TESLA,tesla,Tesla,cybertruck,Tesla cybertruck,45741,CYBERTRUCK (7G2C),
pending,3328,TESLA,tesla,Tesla,model__y,Tesla Model  Y,46152,MODEL Y,
pending,111,TOYOTA,toyota,Toyota,avanza,Toyota Avanza,36199,AVANZA II (F65_),
pending,111,TOYOTA,toyota,Toyota,belta,Toyota Belta,45521,BELTA (AVB),
pending,111,TOYOTA,toyota,Toyota,bz4x,Toyota bZ4X,42683,bZ4X (_EAM1_),
pending,111,TOYOTA,toyota,Toyota,c_hr,Toyota C-HR,36890,C-HR (_X1_),
pending,111,TOYOTA,toyota,Toyota,camry,Toyota Camry,45723,"CAMRY (_VA8_, _VH8_, _V8_)",
pending,111,TOYOTA,toyota,Toyota,corolla,Toyota Corolla,39452,COROLLA Estate (_E21_),
pending,111,TOYOTA,toyota,Toyota,cressida,Toyota Cressida,6292,CRESSIDA Saloon (_X8_),
pending,111,TOYOTA,toyota,Toyota,echo,Toyota Echo,7261,ECHO Saloon (_P1_),
pending,111,TOYOTA,toyota,Toyota,fortuner,Toyota Fortuner,14582,"FORTUNER (_N15_, _N16_)",
pending,111,TOYOTA,toyota,Toyota,hiace,Toyota Hiace,43069,HIACE V Bus,
pending,111,TOYOTA,toyota,Toyota,hilux,Toyota Hilux,45325,HILUX CHAMP,
pending,111,TOYOTA,toyota,Toyota,land_cruiser,Toyota Land cruiser,45372,LAND CRUISER (_J25_),
pending,111,TOYOTA,toyota,Toyota,urban_cruiser,Toyota Urban Cruiser,45372,LAND CRUISER (_J25_),
pending,111,TOYOTA,toyota,Toyota,prado,Toyota Prado,8657,LAND CRUISER PRADO (_J15_),
pending,111,TOYOTA,toyota,Toyota,rush,Toyota Rush,38360,RUSH Closed Off-Road Vehicle (F800_),
pending,111,TOYOTA,toyota,Toyota,tercel,Toyota Tercel,7026,TERCEL Saloon (_L5_),
pending,111,TOYOTA,toyota,Toyota,veloz,Toyota Veloz,44295,"VELOZ III (W10_, W15_)",
pending,111,TOYOTA,toyota,Toyota,auris,Toyota Auris,11610,YARIS (_P15_),
pending,111,TOYOTA,toyota,Toyota,yaris,Toyota Yaris,43555,YARIS ATIV,
pending,5506,VGV,vgv,VGV,u70_pro,VGV U70 PRO,40215,U70,
pending,5506,VGV,vgv,VGV,u70_p_plus,VGV U70 P plus,40215,U70,
pending,120,VOLVO,volvo,Volvo,240,Volvo 240,211,"240 (P242, P244)",
pending,120,VOLVO,volvo,Volvo,es90,Volvo ES90,46342,ES90,
pending,120,VOLVO,volvo,Volvo,ex30,Volvo EX30,44393,EX30 (416),
pending,120,VOLVO,volvo,Volvo,s60,Volvo S60,39574,S60 III (224),
pending,120,VOLVO,volvo,Volvo,s80,Volvo S80,5520,S80 II (124),
pending,120,VOLVO,volvo,Volvo,v60,Volvo V60,38603,V60 II (225),
pending,120,VOLVO,volvo,Volvo,xc_40,Volvo XC 40,38232,XC40 (536),
pending,6223,VOYAH,voyah,Voyah,dream,Voyah Dream,42921,DREAM,
pending,6223,VOYAH,voyah,Voyah,free,Voyah Free,42127,FREE,
pending,121,VW,volkswagen,Volkswagen,beetles,Volkswagen Beetles,9710,"BEETLE (5C1, 5C2)",
pending,121,VW,volkswagen,Volkswagen,bora,Volkswagen Bora,11598,BORA (9M2),
pending,121,VW,volkswagen,Volkswagen,caddy_life,Volkswagen Caddy life,41499,"CADDY V MPV (SBB, SBJ)",
pending,121,VW,volkswagen,Volkswagen,cc,Volkswagen CC,10200,CC B7 (358),
pending,121,VW,volkswagen,Volkswagen,gol,Volkswagen Gol,9611,GOL V,
pending,121,VW,volkswagen,Volkswagen,golf,Volkswagen Golf,38069,GOLF IV (9B3),
pending,121,VW,volkswagen,Volkswagen,golf_2,Volkswagen Golf 2,38069,GOLF IV (9B3),
pending,121,VW,volkswagen,Volkswagen,golf_3,Volkswagen Golf 3,38069,GOLF IV (9B3),
pending,121,VW,volkswagen,Volkswagen,golf_4,Volkswagen Golf 4,38069,GOLF IV (9B3),
pending,121,VW,volkswagen,Volkswagen,golf_5,Volkswagen Golf 5,38069,GOLF IV (9B3),
pending,121,VW,volkswagen,Volkswagen,golf_6,Volkswagen Golf 6,38069,GOLF IV (9B3),
pending,121,VW,volkswagen,Volkswagen,golf_7,Volkswagen Golf 7,38069,GOLF IV (9B3),
pending,121,VW,volkswagen,Volkswagen,id7,Volkswagen id7,44750,ID.7 (ED2),
pending,121,VW,volkswagen,Volkswagen,jetta,Volkswagen Jetta,39274,"JETTA VII Saloon (BU3, BU4)",
pending,121,VW,volkswagen,Volkswagen,parati,Volkswagen Parati,9918,PARATI IV Variant (5W5),
pending,121,VW,volkswagen,Volkswagen,passat,Volkswagen Passat,12917,"PASSAT B8 (3G2, CB2)",
pending,121,VW,volkswagen,Volkswagen,pointer,Volkswagen Pointer,6898,POINTER,
pending,121,VW,volkswagen,Volkswagen,polo,Volkswagen Polo,38138,"POLO VI (AW1, BZ1, AE1)",
pending,121,VW,volkswagen,Volkswagen,scirocco,Volkswagen Scirocco,7584,"SCIROCCO III (137, 138)",
pending,121,VW,volkswagen,Volkswagen,t_roc,Volkswagen T-Roc,38190,"T-ROC (A11, D11)",
pending,121,VW,volkswagen,Volkswagen,tayron,Volkswagen Tayron,45883,TAYRON (R41),
pending,121,VW,volkswagen,Volkswagen,tiguan,Volkswagen Tiguan,45054,TIGUAN (CT1),
pending,121,VW,volkswagen,Volkswagen,touareg,Volkswagen Touareg,38671,"TOUAREG (CR7, RC8)",
pending,121,VW,volkswagen,Volkswagen,souran,Volkswagen Souran,14158,TOURAN (5T1),
pending,121,VW,volkswagen,Volkswagen,touran,Volkswagen Touran,14158,TOURAN (5T1),
pending,8048,XIAOMI,xiaomi,xiaomi,su7,xiaomi SU7,45330,SU7,
pending,5184,XPENG,xpeng,Xpeng,g6,Xpeng G6,44587,G6,
pending,5184,XPENG,xpeng,Xpeng,g9,Xpeng G9,43597,G9,
pending,5184,XPENG,xpeng,Xpeng,mona_mo3,Xpeng Mona MO3,45839,MONA M03,
pending,5184,XPENG,xpeng,Xpeng,p7,Xpeng P7,40705,P7,
pending,5184,XPENG,xpeng,Xpeng,x9,Xpeng  X9,45059,X9,
pending,6168,ZEEKR,zeekr,Zeekr,001,Zeekr 001,41895,001,
pending,6168,ZEEKR,zeekr,Zeekr,007,Zeekr 007,45051,007,
pending,6168,ZEEKR,zeekr,Zeekr,7x,Zeekr 7X,45895,7X,
pending,6168,ZEEKR,zeekr,Zeekr,x,Zeekr X,44231,X,
pending,3160,ZOTYE,zotye,Zotye,t600,Zotye T600,11735,T600,
