status,tec_manufacturer_id,tec_manufacturer_name,cc_brand_slug,cc_brand_display,cc_model_slug,cc_model_display,tec_model_id,tec_model_name,notes
pending,2,ALFA ROMEO,alfa_romeo,Alfa Romeo,156,Alfa Romeo 156,4635,156 Sportwagon (932_),
pending,2,ALFA ROMEO,alfa_romeo,Alfa Romeo,giulia,Alfa Romeo Giulia,36486,GIULIA (952_),
pending,2,ALFA ROMEO,alfa_romeo,Alfa Romeo,giulietta_veloce,Alfa Romeo Giulietta veloce,8603,GIULIETTA (940_),
pending,2,ALFA ROMEO,alfa_romeo,Alfa Romeo,mito,Alfa Romeo Mito,7587,MITO (955_),
pending,2,ALFA ROMEO,alfa_romeo,Alfa Romeo,stelvio,Alfa Romeo Stelvio,37292,STELVIO (949_),
pending,2,ALFA ROMEO,alfa_romeo,Alfa Romeo,tonale,Alfa Romeo Tonale,42679,TONALE (965_),
pending,5891,ARCFOX,arcfox,Arcfox,koala_s,Arcfox KOALA S,45784,KAOLA S,
pending,881,ASTON MARTIN,aston_martin,Aston Martin,dbx,Aston Martin DBX,40521,DBX,
pending,5,AUDI,audi,Audi,a3,Audi A3,45351,A3 Allstreet (8YJ),
pending,5,AUDI,audi,Audi,a4,Audi A4,14695,"A4 B9 (8W2, 8WC)",
pending,5,AUDI,audi,Audi,a5,Audi A5,45725,A5 (FU2),
pending,5,AUDI,audi,Audi,a6,Audi A6,38843,A6 C8 (4A2),
pending,5,AUDI,audi,Audi,e_tron,Audi E Tron,39213,E-TRON (GEN),
pending,5,AUDI,audi,Audi,q8_e_tron,Audi Q8 e-tron,39213,E-TRON (GEN),
pending,5,AUDI,audi,Audi,rs_e_tron_gt,Audi RS e-tron GT,39213,E-TRON (GEN),
pending,5,AUDI,audi,Audi,q2,Audi Q2,36543,"Q2 (GAB, GAG)",
pending,5,AUDI,audi,Audi,q3,Audi Q3,38997,Q3 (F3B),
pending,5,AUDI,audi,Audi,q4_e_tron,Audi Q4 e Tron,41930,Q4 SUV (F4B),
pending,5,AUDI,audi,Audi,q5,Audi Q5,45817,Q5 (GUB),
pending,5,AUDI,audi,Audi,q6_e_tron,Audi Q6 e-tron,45332,Q6 (GFB),
pending,5,AUDI,audi,Audi,q7,Audi Q7,41522,"Q7 Van (4MB, 4MG)",
pending,5,AUDI,audi,Audi,q8,Audi Q8,38836,"Q8 (4MN, 4MT)",
pending,6622,AVATR,avatr,Avatr,07,Avatr 07,45937,07,
pending,6622,AVATR,avatr,Avatr,11,Avatr 11,43526,11,
pending,6622,AVATR,avatr,Avatr,12,Avatr 12,44919,12,
pending,3773,BAIC,baic,BAIC,bj30,BAIC BJ30,46224,BJ30,
pending,3773,BAIC,baic,BAIC,u5_plus,BAIC U5 Plus,37697,PLUS,
pending,3773,BAIC,senova,Senova,x35,Senova X35,42481,X35,
pending,3773,BAIC,baic,BAIC,x3,BAIC X3,42481,X35,
pending,3773,BAIC,baic,BAIC,x35,BAIC X35,42481,X35,
pending,3773,BAIC,baic,BAIC,x_55,BAIC X 55,45492,X55,
pending,3773,BAIC,baic,BAIC,x7,BAIC X7,45469,X75,
pending,815,BENTLEY,bentley,Bentley,bentiaga,Bentley Bentiaga,14812,BENTAYGA (4V1),
pending,815,BENTLEY,bentley,Bentley,continental_gt,Bentley Continental GT,46110,CONTINENTAL,
pending,815,BENTLEY,bentley,Bentley,flying_spur,Bentley Flying spur,11490,FLYING SPUR (4W_),
pending,5510,BESTUNE,bestune,Bestune,b70,Bestune B70,45032,B70,
pending,5510,BESTUNE,bestune,Bestune,t55,Bestune T55,41841,T55,
pending,5510,BESTUNE,bestune,Bestune,t77,Bestune T77,40303,T77,
pending,16,BMW,bmw,BMW,420i_convertible,BMW 420i Convertible,41276,"4 Convertible (G23, G83)",
pending,16,BMW,bmw,BMW,430i_convertible,BMW 430i Convertible,41276,"4 Convertible (G23, G83)",
pending,16,BMW,bmw,BMW,440i_coupe,BMW 440i Coupe,40742,"4 Coupe (G22, G82)",
pending,16,BMW,bmw,BMW,420i_gran_coupe,BMW 420i Gran Coupe,42096,4 Gran Coupe (G26),
pending,16,BMW,bmw,BMW,430i_gran_coupe,BMW 430i Gran Coupe,42096,4 Gran Coupe (G26),
pending,16,BMW,bmw,BMW,5_series,BMW 5 Series,37157,"5 (G30, F90)",
pending,16,BMW,bmw,BMW,i3,BMW i3,11443,i3 (I01),
pending,16,BMW,bmw,BMW,i3_sedan,BMW i3 sedan,11443,i3 (I01),
pending,16,BMW,bmw,BMW,i4,BMW i4,42095,i4 (G26),
pending,16,BMW,bmw,BMW,ix,BMW iX,41979,iX (I20),
pending,16,BMW,bmw,BMW,ix3,BMW iX3,41979,iX (I20),
pending,16,BMW,bmw,BMW,ix1,BMW iX1,43036,X1 (U11),
pending,16,BMW,bmw,BMW,x1,BMW X1,43036,X1 (U11),
pending,16,BMW,bmw,BMW,ix2,BMW iX2,44861,X2 (U10),
pending,16,BMW,bmw,BMW,x2,BMW X2,44861,X2 (U10),
pending,16,BMW,bmw,BMW,x3,BMW X3,45659,X3 G45 (G45),
pending,16,BMW,bmw,BMW,x4,BMW X4,38487,"X4 (G02, F98)",
pending,16,BMW,bmw,BMW,x5,BMW X5,40437,X5 Van (G05),
pending,16,BMW,bmw,BMW,x6,BMW X6,39650,"X6 (G06, F96)",
pending,16,BMW,bmw,BMW,x7,BMW X7,39060,X7 (G07),
pending,16,BMW,bmw,BMW,z4,BMW Z4,39028,Z4 Roadster (G29),
pending,3076,BRILLIANCE,brilliance,Brilliance,h_530,Brilliance H 530,44347,H530,
pending,3076,BRILLIANCE,brilliance,Brilliance,v5,Brilliance V5,14240,V5,
pending,3122,BYD,byd,BYD,atto_8,BYD Atto 8,45043,ATTO,
pending,3122,BYD,byd,BYD,dolphin,BYD Dolphin,42373,DOLPHIN,
pending,3122,BYD,byd,BYD,dolphin_surf,BYD Dolphin Surf,42373,DOLPHIN,
pending,3122,BYD,byd,BYD,f0,BYD F0,7847,F0,
pending,3122,BYD,byd,BYD,f3,BYD F3,6476,F3 Saloon,
pending,3122,BYD,byd,BYD,han,BYD Han,40961,HAN,
pending,3122,BYD,byd,BYD,l3,BYD L3,9165,L3,
pending,3122,BYD,byd,BYD,seal,BYD Seal,43107,SEAL,
pending,3122,BYD,byd,BYD,seal_u,BYD Seal U,43107,SEAL,
pending,3122,BYD,byd,BYD,sealion,BYD Sealion,43107,SEAL,
pending,3122,BYD,byd,BYD,sealion_6,BYD Sealion 6,43107,SEAL,
pending,3122,BYD,byd,BYD,shark_6_dmo,BYD Shark 6 DMO,45990,SHARK 6 Pickup,
pending,3122,BYD,byd,BYD,song_l,BYD Song L,14801,SONG,
pending,3122,BYD,byd,BYD,song_plus,BYD Song Plus,14801,SONG,
pending,3122,BYD,byd,BYD,tang,BYD Tang,39205,TANG,
pending,3122,BYD,byd,BYD,tang_l,BYD Tang L,39205,TANG,
pending,3122,BYD,byd,BYD,yuan_plus,BYD Yuan Plus,36723,YUAN,
pending,3122,BYD,byd,BYD,yuan_up,BYD Yuan Up,36723,YUAN,
pending,819,CADILLAC,cadillac,Cadillac,escalade,Cadillac Escalade,14112,ESCALADE,
pending,819,CADILLAC,cadillac,Cadillac,escalade_iq,Cadillac Escalade IQ,14112,ESCALADE,
pending,819,CADILLAC,cadillac,Cadillac,escalade_iql,Cadillac Escalade IQL,14112,ESCALADE,
pending,819,CADILLAC,cadillac,Cadillac,lyriq,Cadillac Lyriq,42476,LYRIQ (6M_),
pending,4609,CHANA,chana,Chana,benni,Chana Benni,39075,BENNI MINI-E,
pending,2852,CHANGAN,changan,Changan,alsvin,Changan Alsvin,11113,ALSVIN V3,
pending,2852,CHANGAN,changan,Changan,benni_mini,Changan Benni Mini,13426,BENNI,
pending,2852,CHANGAN,changan,Changan,cs15,Changan CS15,36727,CS15,
pending,2852,CHANGAN,changan,Changan,cs35,Changan CS35,11115,CS35,
pending,2852,CHANGAN,changan,Changan,cs35_plus,Changan CS35 PLUS,11115,CS35,
pending,2852,CHANGAN,changan,Changan,cs55,Changan CS55,38156,CS55,
pending,2852,CHANGAN,changan,Changan,cs55_plus,Changan CS55-Plus,38156,CS55,
pending,2852,CHANGAN,changan,Changan,cs75_plus,Changan CS75 Plus,14253,CS75,
pending,2852,CHANGAN,changan,Changan,eado_plus,Changan Eado Plus,39561,EADO ET,
pending,2852,CHANGAN,changan,Changan,eado,Changan EADO,39561,EADO ET,
pending,2852,CHANGAN,changan,Changan,uni_t,Changan UNI-T,45345,UNI-Z,
pending,2852,CHANGAN,changan,Changan,uni_v,Changan UNI-V,45345,UNI-Z,
pending,2853,CHANGHE,changhe,Changhe,m50s,Changhe M50s,45375,M50S,
pending,2853,CHANGHE,changhe,Changhe,q35,Changhe Q35,37162,Q35,
pending,2887,CHERY,chery,Chery,a11,Chery A11,6962,A1,
pending,2887,CHERY,chery,Chery,arrizo_5,Chery Arrizo 5,43620,ARRIZO 8,
pending,2887,CHERY,chery,Chery,arrizo_6_gt,Chery Arrizo 6 GT,43620,ARRIZO 8,
pending,2887,CHERY,chery,Chery,arrizo_8,Chery Arrizo 8,43620,ARRIZO 8,
pending,2887,CHERY,chery,Chery,envy,Chery Envy,9806,ENVY,
pending,2887,CHERY,chery,Chery,eq7,Chery eQ7,13340,eQ,
pending,2887,CHERY,chery,Chery,qq,Chery QQ,39438,QQ,
pending,2887,CHERY,chery,Chery,tiggo_3,Chery Tiggo 3,14275,TIGGO,
pending,2887,CHERY,chery,Chery,tiggo,Chery Tiggo,14275,TIGGO,
pending,2887,CHERY,chery,Chery,tiggo_4_pro,Chery Tiggo 4 PRO,14275,TIGGO,
pending,2887,CHERY,chery,Chery,tiggo_7,Chery Tiggo 7,14275,TIGGO,
pending,2887,CHERY,chery,Chery,tiggo_7_pro,Chery Tiggo 7 Pro,14275,TIGGO,
pending,2887,CHERY,chery,Chery,tiggo_7_pro_max,Chery Tiggo 7 Pro Max,14275,TIGGO,
pending,2887,CHERY,chery,Chery,tiggo_8,Chery Tiggo 8,14275,TIGGO,
pending,2887,CHERY,chery,Chery,tiggo_8_pro,Chery Tiggo 8 PRO,14275,TIGGO,
pending,2887,CHERY,chery,Chery,tiggo_8_pro_max,Chery Tiggo 8 Pro Max,14275,TIGGO,
pending,2887,CHERY,chery,Chery,tiggo_9,Chery Tiggo 9,14275,TIGGO,
pending,138,CHEVROLET,chevrolet,Chevrolet,aveo,Chevrolet Aveo,9592,AVEO Saloon (T300),
pending,138,CHEVROLET,chevrolet,Chevrolet,camaro,Chevrolet Camaro,14576,CAMARO,
pending,138,CHEVROLET,chevrolet,Chevrolet,captiva,Chevrolet Captiva,10284,CAPTIVA SPORT,
pending,138,CHEVROLET,chevrolet,Chevrolet,captiva_ev,Chevrolet Captiva EV,10284,CAPTIVA SPORT,
pending,138,CHEVROLET,chevrolet,Chevrolet,corvette,Chevrolet Corvette,40419,CORVETTE (C8),
pending,138,CHEVROLET,chevrolet,Chevrolet,cruze,Chevrolet Cruze,8127,CRUZE (J300),
pending,138,CHEVROLET,chevrolet,Chevrolet,equinox,Chevrolet Equinox,46171,EQUINOX,
pending,138,CHEVROLET,chevrolet,Chevrolet,lanos,Chevrolet Lanos,8679,LANOS Saloon,
pending,138,CHEVROLET,chevrolet,Chevrolet,malibu,Chevrolet Malibu,36478,MALIBU,
pending,138,CHEVROLET,chevrolet,Chevrolet,n300,Chevrolet N300,37053,N300 Van,
pending,138,CHEVROLET,chevrolet,Chevrolet,optra,Chevrolet Optra,37090,OPTRA,
pending,138,CHEVROLET,chevrolet,Chevrolet,silverado,Chevrolet Silverado,11366,SILVERADO,
pending,138,CHEVROLET,chevrolet,Chevrolet,spark,Chevrolet Spark,6155,SPARK,
pending,138,CHEVROLET,chevrolet,Chevrolet,spark_euv,Chevrolet Spark EUV,6155,SPARK,
pending,138,CHEVROLET,chevrolet,Chevrolet,trailblazer,Chevrolet Trailblazer,40747,TRAILBLAZER,
pending,20,CHRYSLER,chrysler,Chrysler,300c,Chrysler 300C,10881,300C (LX),
pending,20,CHRYSLER,chrysler,Chrysler,voyager,Chrysler Voyager,41618,GRAND VOYAGER V (RT),
pending,21,CITROËN,citroen,Citroen,c_elysee,Citroen C-Elysee,8527,C-ZERO,
pending,21,CITROËN,citroen,Citroen,c3,Citroen C3,37098,C3 III (SX),
pending,21,CITROËN,citroen,Citroen,c3_aircross,Citroen C3 Aircross,37098,C3 III (SX),
pending,21,CITROËN,citroen,Citroen,c5_aircross,Citroen C5 Aircross,9900,C4 AIRCROSS,
pending,21,CITROËN,citroen,Citroen,c4,Citroen C4,12794,C4 CACTUS,
pending,21,CITROËN,citroen,Citroen,c4_facelift,Citroen C4 Facelift,12794,C4 CACTUS,
pending,21,CITROËN,citroen,Citroen,c4_grand_picasso,Citroen C4 Grand Picasso,12794,C4 CACTUS,
pending,21,CITROËN,citroen,Citroen,c4_x,Citroen C4 X,12794,C4 CACTUS,
pending,21,CITROËN,citroen,Citroen,picasso,Citroen Picasso,11238,C4 PICASSO II,
pending,21,CITROËN,citroen,Citroen,c5,Citroen C5,42435,"C5 X (ND_, NC_)",
pending,21,CITROËN,citroen,Citroen,jumpy,Citroen Jumpy,37059,JUMPY III Bus (V_),
pending,21,CITROËN,citroen,Citroen,xsara,Citroen Xsara,4172,XSARA PICASSO (N68),
pending,21,CITROËN,citroen,Citroen,zx,Citroen Zx,153,ZX (N2),
pending,4896,CUPRA,cupra,Cupra,formentor,Cupra Formentor,41283,"FORMENTOR (KM7, KMP)",
pending,4896,CUPRA,cupra,Cupra,leon,Cupra Leon,41359,"LEON (KL1, KU1, KUG)",
pending,4896,CUPRA,cupra,Cupra,terramar,Cupra Terramar,90066,TERRAMAR (KP1),
pending,185,DAEWOO,daewoo,Daewoo,celio,Daewoo Celio,5944,CIELO,
pending,185,DAEWOO,daewoo,Daewoo,lacetti,Daewoo Lacetti,5046,LACETTI Hatchback (KLAN),
pending,185,DAEWOO,daewoo,Daewoo,lanos,Daewoo Lanos,3512,LANOS (KLAT),
pending,185,DAEWOO,daewoo,Daewoo,lanos_ii,Daewoo Lanos II,3512,LANOS (KLAT),
pending,185,DAEWOO,daewoo,Daewoo,leganza,Daewoo Leganza,3413,LEGANZA (KLAV),
pending,185,DAEWOO,daewoo,Daewoo,matiz,Daewoo Matiz,3890,"MATIZ (M100, M150)",
pending,185,DAEWOO,daewoo,Daewoo,nubira,Daewoo Nubira,3411,NUBIRA (J100),
pending,185,DAEWOO,daewoo,Daewoo,racer,Daewoo Racer,13779,RACER Hatchback,
pending,25,DAIHATSU,daihatsu,Daihatsu,charade,Daihatsu Charade,9726,CHARADE VIII,
pending,25,DAIHATSU,daihatsu,Daihatsu,gran_max,Daihatsu Gran Max,1884,GRAN MOVE (G3),
pending,25,DAIHATSU,daihatsu,Daihatsu,materia,Daihatsu Materia,6225,MATERIA (M4_),
pending,25,DAIHATSU,daihatsu,Daihatsu,sirion,Daihatsu Sirion,38530,SIRION (M8_),
pending,25,DAIHATSU,daihatsu,Daihatsu,terios,Daihatsu Terios,38361,TERIOS (F8__),
pending,25,DAIHATSU,daihatsu,Daihatsu,grand_terios,Daihatsu Grand Terios,38361,TERIOS (F8__),
pending,6587,DEEPAL,deepal,Deepal,g318,Deepal G318,90020,G318,
pending,6587,DEEPAL,deepal,Deepal,s05,Deepal S05,45991,S05,
pending,6587,DEEPAL,deepal,Deepal,s07,Deepal S07,44554,S7,
pending,4269,DFSK,dfsk,DFSK,e5_plus,DFSK E5 Plus,46105,E5,
pending,4269,DFSK,dfsk,DFSK,e5,DFSK E5,46105,E5,
pending,29,DODGE,dodge,Dodge,challenger,Dodge Challenger,10273,CHALLENGER Coupe,
pending,29,DODGE,dodge,Dodge,charger,Dodge Charger,10272,CHARGER,
pending,29,DODGE,dodge,Dodge,dart,Dodge Dart,10270,DART,
pending,29,DODGE,dodge,Dodge,durango,Dodge Durango,10275,DURANGO (WD),
pending,29,DODGE,dodge,Dodge,ram,Dodge Ram,10950,"RAM 1500 Pickup (DJ, DS)",
pending,3659,DONGFENG,dongfeng,Dongfeng,box,Dongfeng Box,45860,BOX,
pending,4468,DS,ds,DS,ds_7,DS DS 7,40600,DS 9 (X2_),
pending,4468,DS,ds,DS,ds_3,DS DS 3,40600,DS 9 (X2_),
pending,4468,DS,ds,DS,ds_4,DS DS 4,40600,DS 9 (X2_),
pending,4468,DS,ds,DS,ds_5,DS DS 5,40600,DS 9 (X2_),
pending,5247,EXEED (CHERY),exeed,EXEED,lx,EXEED LX,39995,LX,
pending,5247,EXEED (CHERY),exeed,EXEED,vx,EXEED VX,41849,VX,
pending,700,FERRARI,ferrari,Ferrari,portofino,Ferrari Portofino,38303,PORTOFINO,
pending,35,FIAT,fiat,Fiat,125,Fiat 125,1859,125 (125_),
pending,35,FIAT,fiat,Fiat,127,Fiat 127,128,127 (127_),
pending,35,FIAT,fiat,Fiat,128_nova,Fiat 128 nova,36944,128 Saloon (128_),
pending,35,FIAT,fiat,Fiat,131,Fiat 131,149,131 (131_),
pending,35,FIAT,fiat,Fiat,132,Fiat 132,3938,132 (132_),
pending,35,FIAT,fiat,Fiat,500,Fiat 500,6396,500 (312_),
pending,35,FIAT,fiat,Fiat,500x,Fiat 500X,6396,500 (312_),
pending,35,FIAT,fiat,Fiat,siena,Fiat Siena,11524,"GRAND SIENA (372_, 197)",
pending,35,FIAT,fiat,Fiat,linea,Fiat Linea,6409,"LINEA (323_, 110_)",
pending,35,FIAT,fiat,Fiat,marea,Fiat Marea,1570,MAREA (185_),
pending,35,FIAT,fiat,Fiat,palio,Fiat Palio,36400,PALIO FIRE (171_),
pending,35,FIAT,fiat,Fiat,grand_punto,Fiat Grand Punto,10199,PUNTO (199_),
pending,35,FIAT,fiat,Fiat,punto,Fiat Punto,10199,PUNTO (199_),
pending,35,FIAT,fiat,Fiat,punto_evo,Fiat Punto Evo,10199,PUNTO (199_),
pending,35,FIAT,fiat,Fiat,regata,Fiat Regata,34,REGATA (138_),
pending,35,FIAT,fiat,Fiat,ritmo,Fiat Ritmo,81,RITMO Convertible (138_),
pending,35,FIAT,fiat,Fiat,tempra,Fiat Tempra,364,TEMPRA (159_),
pending,35,FIAT,fiat,Fiat,tipo,Fiat Tipo,36527,"TIPO Estate (356_, 357_)",
pending,35,FIAT,fiat,Fiat,tipo_hatchback,Fiat Tipo Hatchback,36527,"TIPO Estate (356_, 357_)",
pending,35,FIAT,fiat,Fiat,uno,Fiat Uno,9657,UNO CARGO,
pending,36,FORD,ford,Ford,b_max,Ford B-Max,10257,B-MAX (JK),
pending,36,FORD,ford,Ford,ecosport,Ford Ecosport,11479,ECOSPORT,
pending,36,FORD,ford,Ford,escort,Ford Escort,36406,ESCORT Coupe,
pending,36,FORD,ford,Ford,fiesta,Ford Fiesta,38818,FIESTA VII Van,
pending,36,FORD,ford,Ford,focus,Ford Focus,38611,FOCUS IV (HN),
pending,36,FORD,ford,Ford,fusion,Ford Fusion,13129,FUSION V Saloon (CD),
pending,36,FORD,ford,Ford,kuga,Ford Kuga,11097,KUGA II (DM2),
pending,36,FORD,ford,Ford,mondeo,Ford Mondeo,13127,MONDEO V Turnier (CF),
pending,6363,FORTHING,forthing,Forthing,t5_evo,Forthing T5 Evo,43112,T5,
pending,6363,FORTHING,forthing,Forthing,t5_friday,Forthing T5 Friday,43112,T5,
pending,2867,FOTON,foton,Foton,view_c2,Foton View C2,14843,VIEW Van,
pending,3196,GAC,gac,GAC,aion_y,GAC Aion Y,45984,AION V,
pending,3196,GAC,gac,GAC,emkoo,GAC EMKOO,43619,EMKOO,
pending,3196,GAC,gac,GAC,empow,GAC EMPOW,42212,EMPOW,
pending,3196,GAC,gac,GAC,gs4_max,GAC GS4 Max,45455,TRUMPCHI GS4 MAX,
pending,2590,GEELY,geely,Geely,ck_2,Geely CK 2,5472,CK,
pending,2590,GEELY,geely,Geely,emgrand_7,Geely Emgrand 7,42613,EMGRAND L,
pending,2590,GEELY,geely,Geely,emgrand,Geely Emgrand,42613,EMGRAND L,
pending,2590,GEELY,geely,Geely,emgrand_x7,Geely EMGRAND X7,42613,EMGRAND L,
pending,2590,GEELY,geely,Geely,imperial,Geely Imperial,14611,IMPERIAL Saloon,
pending,2590,GEELY,geely,Geely,okavango,Geely Okavango,41863,OKAVANGO,
pending,4473,GENESIS,genesis,Genesis,gv70,Genesis GV70,38226,G70 (IK),
pending,4473,GENESIS,genesis,Genesis,gv60,Genesis GV60,42436,GV60 (JW),
pending,39,GMC,gmc,GMC,sierra,GMC Sierra,10292,SIERRA,
pending,39,GMC,gmc,GMC,terrain,GMC Terrain,38512,TERRAIN,
pending,39,GMC,gmc,GMC,yukon,GMC Yukon,12984,YUKON (K2UG),
pending,2903,GREAT WALL,great_wall,Great Wall,c30,Great Wall C30,13193,C30,
pending,2903,GREAT WALL,great_wall,Great Wall,hover,Great Wall Hover,10834,HOVER M4,
pending,3036,HAIMA (FAW),haima,Haima,family,Haima Family,39453,FAMILY F5,
pending,3036,HAIMA (FAW),haima,Haima,haima_1,Haima Haima 1,9872,HAIMA 2,
pending,3036,HAIMA (FAW),haima,Haima,m3,Haima M3,11507,M3,
pending,3036,HAIMA (FAW),haima,Haima,s5,Haima S5,39250,S5,
pending,3968,HAVAL,haval,Haval,h6,Haval H6,41080,H6,
pending,3968,HAVAL,haval,Haval,h6_hev,Haval H6 HEV,41080,H6,
pending,3968,HAVAL,haval,Haval,h7,Haval H7,36789,H7,
pending,3968,HAVAL,haval,Haval,jolion,Haval JOLION,41928,JOLION SUV,
pending,3968,HAVAL,haval,Haval,jolion_ckd,Haval Jolion CKD,41928,JOLION SUV,
pending,3968,HAVAL,haval,Haval,jolion_max,Haval Jolion Max,41928,JOLION SUV,
pending,3968,HAVAL,haval,Haval,jolion_pro,Haval JOLION PRO,41928,JOLION SUV,
pending,45,HONDA,honda,Honda,accord,Honda Accord,10998,ACCORD IX Coupe,
pending,45,HONDA,honda,Honda,city,Honda City,8131,"CITY V Saloon (GM2, GM3)",
pending,45,HONDA,honda,Honda,civic,Honda Civic,36529,CIVIC X Coupe,
pending,45,HONDA,honda,Honda,cr_v,Honda CR-V,10180,CR-V IV (RM_),
pending,45,HONDA,honda,Honda,hr_v,Honda HR-V,42684,HR-V (RV),
pending,45,HONDA,honda,Honda,zr_v,Honda ZR-V,44399,ZR-V,
pending,2871,HONGQI,hongqi,Hongqi,e_hs9,Hongqi E-HS9,42082,E-QM5,
pending,2871,HONGQI,hongqi,Hongqi,ehs7,Hongqi EHS7,45322,EH7,
pending,2871,HONGQI,hongqi,Hongqi,eh7,Hongqi EH7,11651,H7,
pending,2871,HONGQI,hongqi,Hongqi,h9,Hongqi H9,41063,H9,
pending,2871,HONGQI,hongqi,Hongqi,hs3,Hongqi HS3,44653,HS3,
pending,1506,HUMMER,hummer,Hummer,hummer_ev_suv,Hummer Hummer EV SUV,5459,HUMMER H3,
pending,183,HYUNDAI,hyundai,Hyundai,accent,Hyundai Accent,45180,ACCENT VI (BN),
pending,183,HYUNDAI,hyundai,Hyundai,accent_hci,Hyundai Accent HCI,45180,ACCENT VI (BN),
pending,183,HYUNDAI,hyundai,Hyundai,accent_rb,Hyundai Accent RB,45180,ACCENT VI (BN),
pending,183,HYUNDAI,hyundai,Hyundai,atos,Hyundai Atos,3511,ATOS (MX),
pending,183,HYUNDAI,hyundai,Hyundai,azera,Hyundai Azera,9626,AZERA (HG),
pending,183,HYUNDAI,hyundai,Hyundai,creta,Hyundai Creta,40545,CRETA (SU2_),
pending,183,HYUNDAI,hyundai,Hyundai,elantra,Hyundai Elantra,36000,ELANTRA V Estate,
pending,183,HYUNDAI,hyundai,Hyundai,elantra_ad,Hyundai Elantra AD,36000,ELANTRA V Estate,
pending,183,HYUNDAI,hyundai,Hyundai,elantra_cn7,Hyundai Elantra CN7,36000,ELANTRA V Estate,
pending,183,HYUNDAI,hyundai,Hyundai,elantra_hd,Hyundai Elantra HD,36000,ELANTRA V Estate,
pending,183,HYUNDAI,hyundai,Hyundai,elantra_md,Hyundai Elantra MD,36000,ELANTRA V Estate,
pending,183,HYUNDAI,hyundai,Hyundai,excel,Hyundai Excel,36952,EXCEL Saloon,
pending,183,HYUNDAI,hyundai,Hyundai,getz,Hyundai Getz,4901,GETZ (TB),
pending,183,HYUNDAI,hyundai,Hyundai,grand_i10,Hyundai Grand I10,13375,GRAND AVEGA,
pending,183,HYUNDAI,hyundai,Hyundai,i10,Hyundai I10,14488,i10 II Saloon,
pending,183,HYUNDAI,hyundai,Hyundai,i20,Hyundai I20,41340,"i20 III (BC3, BI3)",
pending,183,HYUNDAI,hyundai,Hyundai,i30,Hyundai I30,10445,i30 (GD),
pending,183,HYUNDAI,hyundai,Hyundai,i_30,Hyundai i 30,10445,i30 (GD),
pending,183,HYUNDAI,hyundai,Hyundai,coupe,Hyundai Coupe,11261,i30 Coupe,
pending,183,HYUNDAI,hyundai,Hyundai,ioniq_5,Hyundai IONIQ 5,43787,IONIQ 6 (CE),
pending,183,HYUNDAI,hyundai,Hyundai,ioniq_6,Hyundai IONIQ 6,43787,IONIQ 6 (CE),
pending,183,HYUNDAI,hyundai,Hyundai,ioniq_9,Hyundai IONIQ 9,43787,IONIQ 6 (CE),
pending,183,HYUNDAI,hyundai,Hyundai,ix_20,Hyundai IX 20,9045,ix20 (JC),
pending,183,HYUNDAI,hyundai,Hyundai,ix_35,Hyundai IX 35,8260,"ix35 (LM, EL, ELH)",
pending,183,HYUNDAI,hyundai,Hyundai,matrix,Hyundai Matrix,4789,MATRIX (FC),
pending,183,HYUNDAI,hyundai,Hyundai,santa_fe,Hyundai Santa Fe,45329,SANTA FE V (MX5),
pending,183,HYUNDAI,hyundai,Hyundai,solaris,Hyundai Solaris,38099,"SOLARIS Saloon (HCR, HCI)",
pending,183,HYUNDAI,hyundai,Hyundai,sonata,Hyundai Sonata,39857,SONATA VIII (DN8),
pending,183,HYUNDAI,hyundai,Hyundai,staria,Hyundai Staria,41997,STARIA Bus (US4),
